,eth_PriceUSD,eth_AdrActCnt,eth_BlkCnt,eth_BlkSizeByte,eth_BlkSizeMeanByte,eth_DiffMean,eth_FeeMeanNtv,eth_FeeMedNtv,eth_FeeTotNtv,eth_TxCnt,eth_TxTfr,eth_TxTfrValMeanNtv,eth_TxTfrValMedNtv,eth_TxTfrValNtv
2016-09-02,12.147538755698424,22712.0,6088.0,11261873.0,1849.84773324573,70130151569578.9,0.000816232255449147,0.000458,45.22987797123115,55413.0,53657.0,45.2915807150791,0.99987837,2430210.346429
2016-09-03,11.89446262419638,20236.0,5949.0,9001550.0,1513.11985207598,68510100107468.1,0.000606821526285642,0.00042,27.180749805405892,44792.0,50319.0,35.3650536513825,1.00095607,1779534.1346839152
2016-09-04,11.751706694330801,20979.0,6023.0,10354564.0,1719.17051303337,65871410022756.4,0.0010251011419965,0.000485819640348,49.33606776202299,48128.0,50336.0,39.5606003874897,1.00082622,1991322.3811046814
2016-09-05,11.774057072472239,20429.0,6076.0,9186148.0,1511.87425938117,67661361367206.7,0.000670983839121803,0.00042,28.6288674638285,42667.0,49046.0,20.9343162599258,1.00115531225114,1026744.4752843191
2016-09-06,11.73516210985272,20734.0,5993.0,10321878.0,1722.32237610546,68158019829501.2,0.000679814808474863,0.00042,33.380266725753515,49102.0,51458.0,26.8353539419464,1.00052185,1380893.6431446797
2016-09-07,11.586400940677967,19728.0,6118.0,10353167.0,1692.24697613599,68604908925659.5,0.000702232487054147,0.000458,34.199424352039586,48701.0,47905.0,24.101111617012,0.75,1154563.7520129592
2016-09-08,11.418336087083576,22666.0,6016.0,11428668.0,1899.71210106383,68487010668140.5,0.000736225473980637,0.000458,41.20653977871859,55970.0,55081.0,36.6279506840145,1.00002506892583,2017504.1516262023
2016-09-09,11.66033260666277,20896.0,6074.0,11257470.0,1853.38656568983,68267961806404.1,0.000777048091682686,0.00044789343504524,41.89687900736712,53918.0,52319.0,15.8314248169648,1.00011773003944,828284.3149987825
2016-09-10,12.154027650496786,20367.0,5999.0,9048428.0,1508.32272045341,69729338832157.1,0.000639231798051257,0.00042,27.40706334146718,42875.0,48777.0,15.9642380358334,1.00065381920698,778687.6386738479
2016-09-11,11.66256645645821,20742.0,6093.0,8897383.0,1460.26308879042,71177645474007.0,0.000658623733099944,0.00042,28.548045711239098,43345.0,50789.0,21.9675461196922,1.00114795502162,1115709.6998730483
2016-09-12,11.906122552893045,21974.0,6063.0,9609842.0,1584.99785584694,71225398356074.8,0.000776322474390523,0.00042596,35.029999011945534,45123.0,50819.0,23.8993417509636,1.00113074144936,1214540.6484422183
2016-09-13,11.935893746347167,20755.0,6003.0,8987933.0,1497.24021322672,71654132181855.0,0.000713582020706299,0.00042,30.39217184392434,42591.0,49131.0,25.7818564924421,1.00147522050576,1266688.3913301725
2016-09-14,11.921932684395092,20528.0,6091.0,10705547.0,1757.60088655393,72546107767733.5,0.000673970162183407,0.00044846,36.29935896505737,53859.0,52326.0,19.3665714308035,1.00034746911946,1013375.2166882235
2016-09-15,11.977041247223848,21252.0,6031.0,10514943.0,1743.48250704692,73116164184274.5,0.000688437443483028,0.00045084,36.22695515098202,52622.0,51512.0,16.14282950251,0.999953103639307,831549.4333332955
2016-09-16,12.606554092343659,21568.0,6065.0,12250730.0,2019.90601813685,72645356475324.4,0.000815754947631423,0.00044846,46.93201364715229,57532.0,55682.0,86.3406303779757,1.00111659584172,4807618.980706445
2016-09-17,12.81120087561426,21193.0,6044.0,9596799.0,1587.82246856386,75420715213750.3,0.00075255573888201,0.00042,35.2813181502842,46882.0,51635.0,21.4493404170865,1.00048999050349,1107536.6924362613
2016-09-18,12.443428627118646,19686.0,5598.0,8019989.0,1432.65255448374,72224104055815.8,0.000782341392825424,0.000420000000042,29.645262398345082,37893.0,42905.0,40.5771177952271,1.00103328,1740961.23900422
2016-09-19,13.028450869666862,20994.0,6409.0,8594458.0,1340.9982836636,62900571466766.3,0.000681826384656036,0.0004216,27.617377710510908,40505.0,46814.0,25.7327258268458,1.01160825,1204651.82685796
2016-09-20,14.716959952074811,24631.0,6167.0,10418345.0,1689.37003405221,74757688262877.1,0.000607127593521085,0.00042,32.825567598931265,54067.0,62602.0,97.2251609790838,1.0053711101754,6086489.527612601
2016-09-21,13.770397917007601,20955.0,6062.0,9689096.0,1598.33322335863,77929117021431.6,0.000677280883158421,0.00042,30.172186063844162,44549.0,51157.0,117.749410341356,1.01348355661589,6023706.584832753
2016-09-22,13.211903707913502,17551.0,5746.0,10781200.0,1876.29655412461,71323356954973.0,0.00119919729453491,0.000470055421689,63.14613193833751,52657.0,44690.0,68.5999340681837,1.00204480365781,3065731.05350713
2016-09-23,13.370316824028055,18092.0,6226.0,7970487.0,1280.19386443945,72669784730825.9,0.00139217272984947,0.000780453039387,49.03093137257152,35219.0,40804.0,73.2384156076251,1.01458384,2988420.310453536
2016-09-24,12.976581040327297,18565.0,5877.0,8968793.0,1526.08354602688,74210960201205.4,0.00163594533893739,0.000737952071052,71.02947472598125,43418.0,45661.0,42.7053090438368,1.01115585247508,1949967.1162506319
2016-09-25,13.08554991233197,20158.0,6267.0,8689564.0,1386.55880006383,75467953969813.3,0.00173430633362414,0.000940792635762,67.14020109360443,38713.0,45188.0,97.3737982490837,1.02096385,4400127.1952795945
2016-09-26,12.86784177089421,23266.0,5843.0,9025683.0,1544.70015403046,75443249396426.8,0.00265751724872313,0.000998929166865,115.63920556085652,43514.0,46161.0,30.5718400103703,1.0024744,1411226.7067187044
2016-09-27,13.098091120981882,17521.0,6053.0,10053009.0,1660.83082768875,71521862268249.1,0.00210480705934898,0.0008739,98.54075209750991,46817.0,46049.0,39.3466993949434,1.01530476,1811876.1604377478
2016-09-28,13.318341109292811,18839.0,6106.0,9533425.0,1561.32083196856,81378594783266.5,0.00159199689528182,0.000672,68.13269112737309,42797.0,45191.0,95.2959814073802,1.01358355,4306520.695780919
2016-09-29,13.136030912168327,19818.0,6126.0,8830770.0,1441.52301665034,83711044710374.8,0.00102135931329249,0.00063,41.279258006037075,40416.0,49323.0,63.1799705329538,1.028185179,3116225.6865968793
2016-09-30,13.259697760374054,17640.0,6008.0,8631096.0,1436.60053262317,83323439950597.6,0.00112342412081757,0.00063,40.25902679362392,35836.0,42939.0,33.7215266975377,1.026584649,1447968.6348655699
2016-10-01,13.229682569257745,22028.0,5780.0,10461761.0,1809.99325259516,76304363076684.4,0.00172186110290897,0.000787759670394248,91.3894998979849,53076.0,47263.0,25.1920208252247,1.01058071171004,1190650.4802625934
2016-10-02,13.28397136177674,22758.0,6068.0,10235461.0,1686.79317732367,76005234648818.7,0.00171167628736885,0.00074754428179765,87.4752166659603,51105.0,52001.0,59.4662491260334,1.01081322,3092304.4208028633
2016-10-03,13.500530569842198,21671.0,6204.0,10662699.0,1718.68133462282,81560785541694.8,0.00138294035569949,0.00068001010890365,65.92753263690501,47672.0,47769.0,18.0198467140227,1.01134865,860790.0576821481
2016-10-04,13.326036084161311,40270.0,6077.0,13317747.0,2191.50024683232,86513687351610.5,0.00150661453795592,0.00086745854201952,85.36779294964445,56662.0,54022.0,18.5487689250425,0.209403719687117,1002041.5948686482
2016-10-05,13.084749229690244,17560.0,5817.0,10483362.0,1802.19391438886,80800228891787.5,0.00153804608183686,0.000510956032506488,64.16574448814714,41719.0,35718.0,36.9110859427844,1.0583056711494,1318390.1677043724
2016-10-06,12.872981881940387,18040.0,5953.0,11538755.0,1938.30925583739,83821398443637.2,0.00136474525879923,0.00050725875470274,50.25810890054457,36826.0,36517.0,34.8765891620712,1.00124023,1273588.4064313532
2016-10-07,12.69044817533606,19625.0,5887.0,24249973.0,4119.24120944454,69907877300574.0,0.00122562849481449,0.000477678365094,53.56977025135322,43708.0,43493.0,28.4134138856341,1.02463772417572,1235784.6101278851
2016-10-08,12.243335313851547,19591.0,6200.0,33661785.0,5429.32016129032,76211065299683.8,0.00149590241187272,0.000478784362602,56.380561903481826,37690.0,41826.0,34.83300222491,1.00206197026546,1456925.1510590871
2016-10-09,12.085787258912916,20008.0,6049.0,34374267.0,5682.63630352124,84950653919290.9,0.00136603482158769,0.000525,60.023570060568616,43940.0,50362.0,87.2335606474986,1.03439634307607,4393256.581329322
2016-10-10,11.77514192791058,51780.0,6041.0,76872693.0,12725.1602383711,86426737611392.7,0.00121576968580978,0.000504,54.63668968029481,44940.0,66590.0,69.6949240489008,0.999887747035298,4640984.992416302
2016-10-11,11.764778250730568,2268294.0,6050.0,16712801.0,2762.44644628099,89686038468289.6,0.000954830453617509,0.000507565022244,39.1986546123736,41053.0,43364.0,91.0396066538665,1.0132896492102,3947841.5029382654
2016-10-12,11.826607392168324,7157228.0,5910.0,7374951.0,1247.87664974619,84156427637319.4,0.00147278391904139,0.00052618704595686,44.18646313907641,30002.0,26728.0,180.151411123254,1.00373477139861,4815086.916502337
2016-10-13,11.958674562244306,4981603.0,6114.0,7985653.0,1306.12577690546,82197610286997.2,0.00349393689170625,0.002519,112.65850113615902,32244.0,20541.0,71.5438465446391,1.00699065041651,1469582.1518734312
2016-10-14,11.904981881940385,1015290.0,6079.0,8512641.0,1400.33574601086,91991159868762.4,0.00179133029245875,0.0011679,75.24662026502199,42006.0,36664.0,128.961528398228,1.083671605,4728245.477192628
2016-10-15,11.95711925774401,713710.0,6027.0,7451235.0,1236.30910900946,95454493863866.3,0.00205224653912676,0.00177276,69.0827230000728,33662.0,27461.0,54.2695837173166,1.02491711,1490297.0384612307
2016-10-16,11.961801711279954,1183203.0,6055.0,7853282.0,1296.99124690339,95167930108960.9,0.00191474994031335,0.001302,66.99710041155983,34990.0,38882.0,66.0726647121575,1.03356634,2569037.3493381077
2016-10-17,11.96892109877265,1078043.0,5959.0,8204600.0,1376.84175197181,92157415719447.5,0.00187590474534008,0.00123226515542433,71.53950336828534,38136.0,41408.0,74.8702402798878,1.01540727092613,3100226.9095095936
2016-10-18,12.550073159555815,879126.0,6119.0,10687632.0,1746.63049517895,92931573004157.3,0.00186641633056353,0.001093764902328,96.86327472357453,51898.0,55182.0,87.4166699514117,1.00169857469771,4823826.6812587995
2016-10-19,11.992505753945062,14565.0,5774.0,9458684.0,1638.15102182196,92357987224807.7,0.0024096454690708,0.00063982,92.76412162282256,38497.0,32113.0,26.3169664786342,1.00775725,845116.7445283799
2016-10-20,12.062599430157803,20948.0,6298.0,9229993.0,1465.54350587488,92824518156323.8,0.00126490551180793,0.000525,54.944965621889104,43438.0,47379.0,20.788337990966,1.01252875,984930.6656739782
2016-10-21,12.081908533021622,23299.0,6097.0,10513884.0,1724.43562407742,102155718327211.0,0.000726281878037217,0.000525,41.96456691298705,57780.0,65218.0,14.1095712037403,0.545136479777347,920198.0147655321
2016-10-22,12.04385858503799,19093.0,6041.0,8196915.0,1356.88048336368,103793607749487.0,0.000732279799861537,0.000525,27.659672600377352,37772.0,45290.0,15.4870622262965,1.01001016323411,701409.048228969
2016-10-23,11.95701445762712,17749.0,5993.0,7740363.0,1291.56732854997,102340545721114.0,0.000745476666717266,0.00050180273995419,26.363036841796788,35364.0,43178.0,13.3142954830981,1.00188232055582,574884.6503692106
2016-10-24,11.92644316189363,18902.0,6065.0,10865173.0,1791.45474031327,101691239939388.0,0.000924707976592877,0.000525,48.5906300460225,52547.0,46984.0,18.5653882642623,1.00452516367112,872276.2022081013
2016-10-25,11.326644104617182,19401.0,6028.0,10098592.0,1675.28069011281,104668841926955.0,0.000907291667685115,0.000525,43.196156298486066,47610.0,45313.0,33.1588892150911,1.01046184,1502528.747003422
2016-10-26,11.498160105201636,19013.0,6096.0,9446608.0,1549.64041994751,104783609727773.0,0.000781460316725338,0.000525,35.289184982693484,45158.0,46149.0,27.0240112175239,1.00700569,1247131.0936775114
2016-10-27,11.474396683810639,18772.0,6018.0,9135251.0,1517.98786972416,104658825475371.0,0.000751793361105541,0.000525,33.34429094512273,44353.0,45992.0,26.146307376492,1.00905507598736,1202520.9688596213
2016-10-28,11.128360864991233,18838.0,5943.0,8749443.0,1472.22665320545,101735271147640.0,0.000864411187856856,0.000525,35.89208134219633,41522.0,45815.0,38.9119557342394,1.01070065,1782751.2519641765
2016-10-29,10.412203950331387,17149.0,5668.0,8283248.0,1461.40578687368,85036314589228.0,0.000777848135985664,0.000525,31.122481768926022,40011.0,43422.0,55.9273241660017,1.01328045704051,2428476.2699361276
2016-10-30,11.23591951724138,15450.0,6059.0,8618527.0,1422.4338999835,76369898449175.8,0.000775744330430468,0.000483,30.59147767053507,39435.0,40222.0,79.1768396827555,1.00804825719077,3184650.845719791
2016-10-31,10.976982628872008,19967.0,6092.0,9355549.0,1535.71060407091,81664327622895.8,0.000742040495000106,0.000525,33.41482553035785,45031.0,49938.0,28.613191012513,1.00637964579242,1428885.532782876
2016-11-01,10.80720255873758,20645.0,5839.0,9859515.0,1688.56225381058,73350829771605.1,0.000840238365931935,0.000525,41.19268588981389,49025.0,47198.0,102.68956445022,1.00802823422517,4846742.062921481
2016-11-02,10.83408092518995,21127.0,5952.0,8908198.0,1496.67305107527,64719068491400.3,0.0006709146749044,0.000477125101131,29.197535737174572,43519.0,45674.0,175.5351880045,1.0027349137262,8017394.176917533
2016-11-03,10.86886094506137,19392.0,5950.0,8749809.0,1470.55613445378,61514730699689.4,0.000701439103290236,0.000481005,29.70314026793444,42346.0,45564.0,421.424532168074,1.00512378274027,19201787.38370613
2016-11-04,11.154198082407946,13375.0,5904.0,7451728.0,1262.14905149051,57159503514602.3,0.00066625825066345,0.0004581,21.701363740615474,32572.0,35817.0,47.892226950996,1.01587321,1715355.892703823
2016-11-05,11.142523083576856,16488.0,5996.0,8142425.0,1357.97615076718,53005065702771.9,0.000652641647007522,0.000490577973753,24.598063675717146,37690.0,41204.0,26.4572543685971,1.00243066219986,1090144.7090036757
2016-11-06,10.991440794856812,15005.0,6054.0,7805519.0,1289.31598942848,51646857812065.1,0.000677000345472913,0.000468544082013,23.282718881160964,34391.0,38298.0,18.0728727647093,1.0085728,692154.8811428355
2016-11-07,10.916197187709528,18175.0,6315.0,8837323.0,1399.41773555028,58599219756577.8,0.00069215858306235,0.0004773174642422,29.029823132227694,41941.0,46513.0,17.526894993344,1.00426481073328,815228.4668254099
2016-11-08,10.849879448924606,16982.0,6159.0,9090158.0,1475.91459652541,67264445718749.5,0.000757014677494557,0.000483016561335,31.46834312877433,41569.0,46843.0,18.1570251450986,1.00994978,850529.5288718514
2016-11-09,10.657466647574518,17488.0,5924.0,8790409.0,1483.8637744767,68500747666720.3,0.000863475222398035,0.000460779843909,34.985425585907514,40517.0,46218.0,74.2206064494117,1.01552424,3430327.9888789104
2016-11-10,10.520411495616598,16205.0,5966.0,8903249.0,1492.33137780758,62531737964000.4,0.000880824508717813,0.000499546025643,35.377435568150126,40164.0,42111.0,35.9765536476922,1.00535230542978,1515008.6506579667
2016-11-11,10.290054452367036,17674.0,5992.0,8761707.0,1462.23414552737,60581959748738.4,0.00107708258061861,0.000481225646748,44.23578158600205,41070.0,43122.0,141.918729342169,1.00539048582844,6119819.446692997
2016-11-12,9.888567971361777,16239.0,6086.0,8678896.0,1426.04272099901,60465042409040.2,0.000751376116499318,0.00050139044995419,30.717758394736034,40882.0,44115.0,37.5946986483916,1.00677339935248,1658490.130873797
2016-11-13,10.117676738749271,17673.0,6203.0,9105772.0,1467.96259874254,64651085122084.9,0.000776829413185593,0.000512850635554,33.92647096206372,43673.0,46022.0,41.9737836919344,1.00500998,1931717.4730702066
2016-11-14,10.01722835710111,16136.0,6067.0,9561860.0,1576.04417339707,68109469050598.6,0.000873246480273559,0.000525,38.314562568488064,43876.0,43206.0,14.7713446324281,1.00775394538983,638210.7161886868
2016-11-15,10.250815468666278,17175.0,6006.0,9473710.0,1577.37429237429,69609625808757.8,0.000816840902321038,0.000502026567672,37.0273981022188,45330.0,45844.0,27.00692874699,1.00628645334124,1238105.64147701
2016-11-16,10.023439854850965,16052.0,6045.0,8955289.0,1481.43738626964,67942982634481.8,0.000837833225794155,0.0005050823999771,34.924240184009534,41684.0,43804.0,30.4465723265978,1.00798089080722,1333681.6541942921
2016-11-17,9.943769444189362,15955.0,5868.0,8660676.0,1475.91615541922,66530412520219.0,0.000746938976230821,0.000497715168328425,30.428800013697696,40738.0,42211.0,101.198043617037,1.00576271,4271670.619118769
2016-11-18,9.518194933956753,16522.0,6289.0,9518773.0,1513.5590713945,66438055411680.1,0.00079253555985095,0.0004967875358482,34.70116948808436,43785.0,45374.0,29.656923397235,1.00666580040945,1345653.2422261408
2016-11-19,9.698713100051433,15736.0,6150.0,8457617.0,1375.22227642276,71949014865557.3,0.000710127944871801,0.0005074181999542,27.900216826074274,39289.0,42373.0,28.227846305839,1.0068007135414,1196098.531517314
2016-11-20,9.588912225599064,16560.0,6179.0,9100955.0,1472.88477099854,78335266346296.8,0.000773803414433553,0.000486879370908,32.59646883302205,42125.0,44738.0,19.0988420098006,1.00487429209561,854443.9938344614
2016-11-21,9.537937450079484,16573.0,6073.0,9337189.0,1537.49201383171,84449596012008.1,0.000824886198213429,0.000525,35.25151168065952,42735.0,43769.0,18.6786502021194,1.00707737971279,817545.8406965631
2016-11-22,9.85380703156049,121548.0,5922.0,10114481.0,1707.95018574806,81077735124447.8,0.000710923687700223,0.000452689042659,38.09484580544674,53585.0,53326.0,83.5920164256445,0.562335838057078,4457627.867913917
2016-11-23,9.789597780829924,2201887.0,5837.0,11381982.0,1949.97121809149,75589241102578.1,0.0012790536168128,0.0004889391429433,82.22907797129227,64289.0,65822.0,38.9045532199902,0.247361815,2560775.5020461953
2016-11-24,9.22138124488603,1518571.0,5914.0,8418960.0,1423.5644234021,68111219919406.5,0.00159771282415479,0.00059657,58.893292411189925,36861.0,36146.0,29.7040080724992,1.00528904012467,1073681.075788555
2016-11-25,9.414123762711867,1707643.0,6111.0,10798914.0,1767.12714776632,65986567593840.5,0.00102987082296722,0.00042,59.8097480438427,58075.0,57312.0,28.729209172971,0.220709604092594,1646528.4361213138
2016-11-26,9.314784675628289,2236731.0,5938.0,8912450.0,1500.91781744695,69017176974794.5,0.0017792099115412,0.000525,72.59888123052879,40804.0,37383.0,22.1917566048211,1.0085368681982,829594.4371580284
2016-11-27,8.91460130945295,4138216.0,5945.0,10123799.0,1702.90984020185,65524158428078.0,0.00258534613123869,0.000546,114.9160501874076,44449.0,37833.0,21.1451994257919,1.0064028866847,799986.3298759835
2016-11-28,8.681694449444771,4295076.0,6042.0,10458762.0,1731.00993048659,67649540618316.9,0.0025258178799124,0.000573827943885,122.21927557318966,48388.0,40926.0,22.4535933750341,1.00879976164978,918935.7624666456
2016-11-29,8.169551897535943,3154919.0,5988.0,10133825.0,1692.35554442218,69010302114794.4,0.00215982321665835,0.000546,101.58944481871404,47036.0,39820.0,41.9035087495582,1.01253262678197,1668597.718407409
2016-11-30,8.608931881911163,159809.0,6061.0,13386865.0,2208.68916020459,69284299604446.7,0.000901522286662349,0.000466079905662,35.31984014686877,39178.0,37324.0,39.0246182629238,1.00336594502152,1456554.852045369
2016-12-01,8.45648979656049,14917.0,6057.0,8524661.0,1407.40647185075,70310041002384.1,0.000733362154038945,0.000460499681418,27.223136520090243,37121.0,36941.0,30.9477954389469,1.01191490766139,1143242.5113101378
2016-12-02,7.6715348743424885,18020.0,6075.0,8878910.0,1461.54897119342,71265485462808.7,0.000674361395221124,0.000495747623154,28.081757219806352,41642.0,41162.0,90.9819131394142,1.00875210009112,3744997.5086445655
2016-12-03,7.893981785505551,19886.0,6160.0,8651268.0,1404.42662337662,74252936273638.6,0.000626498179186888,0.000458,25.910085196639702,41357.0,41614.0,130.1650642251,1.00940728037363,5416688.982663325
2016-12-04,7.47890465057218,21023.0,5983.0,8395771.0,1403.27110145412,75672242806019.6,0.000662388513791923,0.0004589,26.259067852262252,39643.0,44282.0,42.1477661763441,1.0009300352891,1866387.3818208692
2016-12-05,6.733519101694915,20575.0,6004.0,8954622.0,1491.44270486342,73600849613783.0,0.000751213029069695,0.000463847999958,31.260227778687817,41613.0,42576.0,97.7523404597957,1.00692953103511,4161903.647416261
2016-12-06,7.777003428988896,18629.0,6089.0,9833498.0,1614.9610773526,71207341778909.7,0.00072041888718232,0.0004589,34.72419036220227,48200.0,46930.0,159.371325774562,1.01047682608503,7479296.318600175
2016-12-07,8.355389337814144,15252.0,6073.0,9247128.0,1522.6622756463,73643047177205.7,0.000837867444821095,0.00050547834995411,34.98683089340099,41757.0,39666.0,74.1376603438645,1.00930204209725,2940744.4351997273
2016-12-08,8.264269464932788,15363.0,6125.0,8670927.0,1415.66155102041,76369350674976.9,0.0200189198593633,0.0004589,792.4889804728476,39587.0,40703.0,73.1039197180638,1.00718953605507,2975548.8442843524
2016-12-09,8.492425928112217,16393.0,6050.0,9087681.0,1502.09603305785,79280439330296.6,0.000758323154900391,0.0004589,31.42794483170498,41444.0,42933.0,66.7396536894336,1.00860942727028,2865333.5518484535
2016-12-10,8.121862807130332,16651.0,6075.0,8673276.0,1427.69975308642,80985310483737.1,0.000715593049494651,0.00044846,29.027316459710686,40564.0,42648.0,34.9894101803593,1.00480967,1492228.3653719628
2016-12-11,8.22977394189772,15625.0,6098.0,10250128.0,1680.89996720236,82937850219048.3,0.000939710569715706,0.000456616521291,36.80282475236215,39164.0,40401.0,47.4772599285071,1.00582321,1918128.778371615
2016-12-12,8.523307107334896,16013.0,5999.0,8860594.0,1477.01183530588,80878029546952.1,0.000806294785884978,0.000471368355696,31.236666299979216,38741.0,41203.0,30.1189545239551,1.00636324,1240991.2832505233
2016-12-13,8.410061045587375,14703.0,6070.0,9338690.0,1538.49917627677,82224328165902.9,0.000693275375777957,0.0004589,30.964451383760046,44664.0,41456.0,28.0701366881979,1.00440838447048,1163675.5865459323
2016-12-14,8.239893685563999,16620.0,6080.0,11158807.0,1835.33009868421,81678014786169.7,0.000737654953670844,0.0004589,34.88665337892242,47294.0,41568.0,26.1357129783508,1.00464435048889,1086409.3170840864
2016-12-15,7.8125480070134445,17580.0,6001.0,9491554.0,1581.66205632395,82533566446746.2,0.000746776009872681,0.000458,34.42786760716491,46102.0,41657.0,54.1699403212139,1.00595556690895,2256557.2039608066
2016-12-16,7.856807793255407,16335.0,6075.0,9149015.0,1506.01069958848,84138040153488.5,0.000696070533400359,0.0004589,30.594388154557098,43953.0,42098.0,37.5157749960261,1.00398542,1579339.0957827067
2016-12-17,7.795350593289305,15730.0,6116.0,8671716.0,1417.87377370831,84534055963890.0,0.000831643952796067,0.00044846,32.801700786191404,39442.0,39444.0,85.2161976729447,1.00428887,3361267.70101163
2016-12-18,7.907392297194624,13717.0,6096.0,8201083.0,1345.3220144357,87759902841940.8,0.00075663882532438,0.0004216,27.72324655989505,36640.0,37437.0,59.3177682312522,1.00877601813628,2220679.2892733878
2016-12-19,7.609914836353011,17182.0,6032.0,9749227.0,1616.25116047745,88901803448092.4,0.00079938941136785,0.00047911061184,36.45135776897361,45599.0,44354.0,34.446649858831,1.00241038003512,1527846.7078385912
2016-12-20,7.6255899658094695,16898.0,6069.0,9324331.0,1536.38671939364,90508375478343.6,0.000992328325881444,0.000471682606353,43.90159746533461,44241.0,42583.0,34.6516751478933,1.00534478780763,1475572.282822742
2016-12-21,7.885418328531268,16045.0,6070.0,10739911.0,1769.34283360791,90111207881563.4,0.00107785256635089,0.000525,54.74736540267383,50793.0,43883.0,57.2070975590356,1.00818985,2510419.062183158
2016-12-22,7.583923289892463,23152.0,5956.0,10493957.0,1761.9135325722,88551562938904.4,0.000704047370950788,0.0004589,38.84440559748092,55173.0,50194.0,74.1994990306056,1.00077316289452,3724369.6543422183
2016-12-23,7.166979621274109,17335.0,5954.0,9061791.0,1521.96691299966,82165845261670.1,0.000668461381577859,0.000458,29.67366918963358,44391.0,43204.0,183.977056150246,1.00716290121198,7948544.733915225
2016-12-24,7.243578801870251,15279.0,6006.0,8173484.0,1360.88644688645,76928058048258.9,0.000683781162409175,0.000458,25.817525349092126,37757.0,39043.0,60.4866584410936,1.00428136700396,2361580.6055156165
2016-12-25,7.201348194038575,13822.0,6127.0,8066811.0,1316.60045699363,78749733949107.8,0.000661673220404167,0.000458,24.21790154001773,36601.0,37523.0,29.2986212651904,1.00526927,1099372.1657337376
2016-12-26,7.259794294495618,13945.0,6066.0,7850099.0,1294.11457303,82528379445042.4,0.000668896658765431,0.000441942973815,23.120413010232813,34565.0,36369.0,24.6262743637538,1.00590218885461,895632.9723353604
2016-12-27,7.154070710368206,14690.0,5998.0,9345758.0,1558.14571523841,80947196169414.0,0.000859054391702635,0.0004589,36.3981345764551,42370.0,40134.0,42.575944057886,1.00580113633207,1708742.938819198
2016-12-28,7.623561921683229,15321.0,6056.0,9268709.0,1530.5001651255,79482363279121.0,0.000727776343211572,0.0004589,31.575304426588826,43386.0,40160.0,80.3260900318735,1.00658485156931,3225895.77568004
2016-12-29,8.302946999775571,15585.0,6082.0,10208087.0,1678.40956922065,78498064490359.8,0.000874410114863583,0.000468734510958,40.70029320645889,46546.0,42848.0,119.925168797588,1.01193894270086,5138553.632639038
2016-12-30,8.218935827001754,15825.0,6063.0,9839110.0,1622.81213920501,78996386045432.4,0.00100560828450221,0.000458,44.810910765726426,44561.0,40224.0,85.635713134125,1.00569300799699,3444610.9251070456
2016-12-31,8.126329621858565,15928.0,5993.0,9254746.0,1544.25930251961,81073024515393.7,0.00069380885021107,0.000458,28.598800805711722,41220.0,40620.0,158.823867818433,1.00703513712087,6451425.510784741
2017-01-01,8.177951867329048,13946.0,6111.0,8495493.0,1390.19685812469,79895312719886.8,0.000652265036255281,0.00045682728462,25.262224854177028,38730.0,39166.0,55.8425128391727,1.00804607733819,2187127.8578590397
2017-01-02,8.378456486849796,15232.0,6058.0,8834217.0,1458.2728623308,80590621394785.4,0.000709127939461288,0.0004589,28.11834105552941,39652.0,39425.0,74.7334359113884,1.00709787,2946365.7108064876
2017-01-03,9.697471770309763,14868.0,6035.0,9821769.0,1627.46793703397,80544805734305.7,0.000877129723398126,0.000525,40.245343098687606,45883.0,41392.0,131.507912025518,1.010965805,5443375.494560228
2017-01-04,11.066527616598478,18066.0,6141.0,10544908.0,1717.13206318189,87318226210637.5,0.000779598275937582,0.0004589,39.504583436605984,50673.0,48988.0,176.396099433658,1.015124705,8641292.119056053
2017-01-05,10.22479391145529,18850.0,6091.0,10206028.0,1675.59152848465,90095806751431.0,0.000702830427927158,0.000465756825723,34.85757790348873,49596.0,48231.0,182.928333287567,1.01192967,8822816.442792632
2017-01-06,10.134068673874927,17287.0,6009.0,9569459.0,1592.5210517557,91836668487685.9,0.000714982111274756,0.0004442,31.3190764022956,43804.0,44253.0,179.650341336052,1.01076496,7950066.555144301
2017-01-07,9.924744593804792,16709.0,6108.0,9590295.0,1570.12033398821,93445343692935.9,0.000691955757960813,0.000460245802317,30.184494073781288,43622.0,44735.0,106.691159295327,1.00923396844881,4772829.011076471
2017-01-08,10.43348736995909,15727.0,6074.0,9459007.0,1557.29453407968,94533533369415.0,0.000772912393383081,0.000500841129201,33.024227832090475,42727.0,42431.0,61.5226162887191,1.005,2610466.131746641
2017-01-09,10.364828565166569,17353.0,6082.0,9703372.0,1595.42453140414,97381935320019.4,0.000777673198451008,0.000484094962596,35.91916969007073,46188.0,45921.0,106.548880471826,1.00992189769745,4892831.140146703
2017-01-10,10.627971981706606,16350.0,6030.0,10165883.0,1685.88441127695,98721760527685.6,0.000803449719044928,0.0005084,38.70940401388122,48179.0,44212.0,106.737009307639,1.00611741878821,4719056.655509354
2017-01-11,9.973253540638224,16407.0,6047.0,9623613.0,1591.46899288904,99095850029331.6,0.000765886077424944,0.0004589,34.63413430724794,45221.0,45003.0,105.255899226903,1.00988664,4736831.2329083
