,eth_PriceUSD,eth_AdrActCnt,eth_BlkCnt,eth_BlkSizeByte,eth_BlkSizeMeanByte,eth_DiffMean,eth_FeeMeanNtv,eth_FeeMedNtv,eth_FeeTotNtv,eth_TxCnt,eth_TxTfr,eth_TxTfrValMeanNtv,eth_TxTfrValMedNtv,eth_TxTfrValNtv
2015-08-19,1.2400000000000002,1592.0,5192.0,3392043.0,653.321070878274,4419573021824.62,0.00475383569608138,0.001214038858221,15.430950669480218,3246.0,3214.0,449.800584222832,5.8565757635957,1445659.0776921832
2015-08-20,1.5218000000000003,1378.0,4024.0,2615975.0,650.093190854871,4469109431846.1,0.00297679849878715,0.001184487761268,6.855566942706631,2303.0,2262.0,209.653343754119,5.0,474235.86357181787
2015-08-21,1.4358799999999998,1613.0,5088.0,3396674.0,667.585298742138,4415252643654.76,0.00200434848805963,0.00105,7.855041724705319,3919.0,3914.0,154.351104314732,5.0,604130.2222878597
2015-08-22,1.4000000000000001,1594.0,5271.0,3415807.0,648.037753746917,4828340997895.12,0.0118880055405371,0.00115196162067,42.54717182958246,3579.0,3592.0,173.803038249196,4.41273073073,624300.5133911122
2015-08-23,1.35,1794.0,5013.0,3411809.0,680.592260123678,5138351075672.98,0.00192118560212462,0.00105,8.049767672901801,4190.0,4107.0,122.987060597517,3.93334289,505107.85787400074
2015-08-24,1.2380399999999998,1622.0,5184.0,3486486.0,672.547453703704,5179118882691.49,0.00200277198100158,0.00105,8.876285419798611,4432.0,4428.0,105.43701161085,3.02110179533,466875.0874128458
2015-08-25,1.27119,1779.0,5097.0,3464583.0,679.72984108299,5173287673222.9,0.00184081921665048,0.00105,8.259755825110537,4487.0,4323.0,95.0418050318734,3.72772149,410865.72315278853
2015-08-26,1.18,1715.0,5003.0,3345268.0,668.652408554867,5587304091731.81,0.00179204265605326,0.00105,7.447729278556984,4156.0,4096.0,109.956894460311,2.945554789895,450383.43970943586
2015-08-27,1.13646,1751.0,4708.0,3332930.0,707.929056924384,5925309861486.0,0.00155115617940755,0.00105,8.67096304288794,5590.0,5517.0,50.1742960190139,2.54635842328953,276811.5911368995
2015-08-28,1.2950000000000004,1697.0,4653.0,3214665.0,690.880077369439,6250868351995.99,0.00208599167097623,0.00105,9.925148370505207,4758.0,4710.0,64.7472049984124,2.712719315765,304959.3355425223
2015-08-29,1.1790000000000003,1537.0,4329.0,2952536.0,682.036498036498,6657649139909.99,0.00133062370767381,0.00105,5.507451526061552,4139.0,4101.0,105.544710970013,3.24884934,432838.859688022
2015-08-30,1.3200000000000003,1768.0,4155.0,2862531.0,688.936462093863,6780904668947.92,0.00123232146597397,0.00105,5.634173742432617,4572.0,4508.0,92.287267357488,2.23039438306118,416031.00124755607
2015-08-31,1.3065099999999998,1662.0,4122.0,3011745.0,730.651382823872,7213764433229.34,0.00142889411362191,0.00105,7.424533814378987,5196.0,5137.0,75.0103406902564,1.65607137289418,385328.120125847
2015-09-01,1.3600000000000003,1709.0,3938.0,2919171.0,741.282630777044,7641499013978.46,0.00152217540382204,0.00105,7.843769855894397,5153.0,5074.0,457.654704405219,1.6911400165049,2322139.97015208
2015-09-02,1.3082808708357683,1645.0,3577.0,2740989.0,766.281520827509,8283953338039.25,0.00156953519365767,0.00105,8.153735331051015,5195.0,5140.0,54.0394396121046,1.33919121264824,277762.7196062176
2015-09-03,1.2335700000000003,1570.0,3383.0,2555486.0,755.390481820869,8354596884230.87,0.00145908010761988,0.00105,6.970025674099679,4777.0,4640.0,120.129672070852,1.34306193850428,557401.6784087538
