,btc_PriceUSD,btc_AdrActCnt,btc_BlkCnt,btc_BlkSizeByte,btc_BlkSizeMeanByte,btc_DiffMean,btc_FeeMeanNtv,btc_FeeMedNtv,btc_FeeTotNtv,btc_TxCnt,btc_TxTfr,btc_TxTfrValMeanNtv,btc_TxTfrValMedNtv,btc_TxTfrValNtv
2016-01-10,448.580216247808,427477.0,175.0,89485827.0,511347.582857143,103880340815.456,0.00017457744734193,0.0001,27.22692411,155959.0,443434.0,2.22393664730842,0.005,986169.12326256
2016-01-11,449.033059029807,452499.0,170.0,112455229.0,661501.347058824,103880340815.456,0.000187811387869362,0.0001,36.22881672,192900.0,463113.0,2.81371287441028,0.015931545,1303067.01040677
2016-01-12,441.768157218001,453665.0,170.0,103402891.0,608252.3,103880340815.456,0.000178365617757937,0.0001,34.68087562,194437.0,476801.0,2.35561191973356,0.0115,1123158.11894088
2016-01-13,432.310645236704,430325.0,148.0,100833058.0,681304.445945946,110601730636.615,0.000181937420315155,0.0001,35.01876885,192477.0,425581.0,2.94033705313491,0.02328234,1251351.58341021
2016-01-14,429.823224722385,427750.0,133.0,95289068.0,716459.157894737,113354299801.471,0.000174554353349428,0.0001,31.74043995,181837.0,429347.0,2.45441183100567,0.01885521,1053794.35640679
2016-01-15,367.823199883109,410879.0,122.0,94288188.0,772854.0,113354299801.471,0.000198256451737172,0.0001,35.51030784,179113.0,408167.0,3.8210186412148,0.02356151,1559613.71572872
2016-01-16,388.071204558738,511206.0,142.0,108094750.0,761230.633802817,113354299801.471,0.000177260279651917,0.0001,34.99543345,197424.0,503354.0,2.68496784234507,0.01,1351489.30331576
2016-01-17,382.482086499123,521728.0,151.0,111361234.0,737491.61589404,113354299801.471,0.000179424761436326,0.0001,35.20224107,196195.0,585597.0,17.4192114271359,0.0029,10200637.9540965
2016-01-18,384.865166569258,476975.0,173.0,115723819.0,668923.809248555,113354299801.471,0.000188353027891756,0.0001,40.80837867,216659.0,501343.0,18.6394125352498,0.01667306,9344738.99865973
2016-01-19,378.161725014611,425484.0,133.0,103653904.0,779352.661654135,113354299801.471,0.00020907574145781,0.0001,39.307912,188008.0,428554.0,20.9411052462794,0.02480582,8974394.41771402
2016-01-20,420.622924168323,623972.0,152.0,131189554.0,863089.171052632,113354299801.471,0.000224495881376468,0.0001,47.06286758,209638.0,534659.0,6.69129393417446,0.0121351,3577560.52355178
2016-01-21,409.298459672706,511702.0,137.0,114641378.0,836798.379562044,113354299801.471,0.000225726823457938,0.0001,49.04456984,217274.0,512253.0,9.78093407243278,0.020845815,5010312.82140591
2016-01-22,381.046459380479,500516.0,176.0,116600132.0,662500.75,113354299801.471,0.000211267869232478,0.0001,45.66005697,216124.0,501366.0,15.3118343970745,0.021048665,7676833.16432365
2016-01-23,386.370602571596,466284.0,179.0,100654329.0,562314.687150838,113354299801.471,0.000201718486782279,0.0001,37.93174941,188043.0,501908.0,58.7738933251674,0.00943,29499087.2510481
2016-01-24,403.446926651081,492811.0,171.0,107370042.0,627894.98245614,113354299801.471,0.000200470101231016,0.0001,40.97288117,204384.0,530774.0,126.719940706925,0.01000497,67259649.80877735
2016-01-25,391.986097311514,528904.0,162.0,117818208.0,727272.888888889,113354299801.471,0.000206789185921044,0.0001,46.37826504,224278.0,543209.0,31.738249267076,0.01305342,17240502.64611909
2016-01-26,391.142935125657,528008.0,160.0,118913758.0,743210.9875,116693820226.354,0.000203959078885834,0.0001,46.66563329,228799.0,533533.0,19.3453647372653,0.02591073,10321390.48436737
2016-01-27,394.62753037405,531444.0,155.0,114402139.0,738078.316129032,120033340651.237,0.000216962946891782,0.0001,49.97546215,230341.0,523454.0,28.3138202509315,0.03037975,14820982.46563112
