,doge_PriceUSD,doge_AdrActCnt,doge_BlkCnt,doge_BlkSizeByte,doge_BlkSizeMeanByte,doge_DiffMean,doge_FeeMeanNtv,doge_FeeMedNtv,doge_FeeTotNtv,doge_TxCnt,doge_TxTfr,doge_TxTfrValMeanNtv,doge_TxTfrValMedNtv,doge_TxTfrValNtv
2014-11-11,0.00021998924248628295,45050.0,1378.0,14721596.0,10683.3062409289,15924.093160484,1.27253561936142,1.0,33258.99094763,26136.0,78453.0,1772281.93553938,80.52,139040834688.87122
2014-11-12,0.00023933594718328647,49446.0,1374.0,16329079.0,11884.3369723435,14614.3460654176,1.27108197409795,1.0,37841.38145087,29771.0,96312.0,1761021.05996885,20.70289049,169607460327.72025
2014-11-13,0.0002566315364050779,46823.0,1372.0,15351638.0,11189.2405247813,16612.9648194524,1.2823512101267,1.0,35626.28131974,27782.0,81832.0,2930854.10141056,99.0,239837652826.62927
2014-11-14,0.00023558982526980296,48189.0,1383.0,15759005.0,11394.7975415763,17271.2201928461,1.29741605466284,1.0,36575.455997,28191.0,88827.0,2141772.08581764,61.87711681,190247189066.9233
2014-11-15,0.0002269785807141179,55392.0,1375.0,15522532.0,11289.1141818182,16920.2850826728,1.34397849859712,1.0,33405.92956113,24856.0,96929.0,862469.874404804,120.05,83598342456.18324
2014-11-16,0.00022672542942079032,56694.0,1387.0,19520170.0,14073.6625811103,16549.4212661012,1.52610692322304,1.0,41417.01578935,27139.0,96376.0,628098.123019076,40.46999996,60533584704.08644
2014-11-17,0.00021728124981204737,47558.0,1370.0,14608328.0,10663.0131386861,18439.2699625223,1.38895292477773,1.0,36400.28929965,26207.0,75982.0,667864.974899371,43.0,50745716522.80402
2014-11-18,0.00020874340796550386,38189.0,1364.0,12919797.0,9471.99193548387,17301.5470677163,1.38689341547591,1.0,26256.66614179,18932.0,67678.0,691447.595302872,34.77999992,46795790354.90775
2014-11-19,0.00021017202534044904,35418.0,1370.0,13013419.0,9498.84598540146,18015.5668389014,1.44862686036892,1.0,25523.35665284,17619.0,69503.0,604307.320006954,14.11190584,42001171662.44333
2014-11-20,0.00020876270983817617,37876.0,1369.0,13689768.0,9999.83053323594,17600.4652393228,1.48140120817185,1.0,28102.18091902,18970.0,73848.0,557263.80907261,18.18999999,41152817772.394066
2014-11-21,0.00020222692851416715,37064.0,1360.0,13358920.0,9822.73529411765,18616.2860963535,1.48600735657792,1.0,27127.06429433,18255.0,70265.0,477808.592107991,14.11210391,33573220724.46796
2014-11-22,0.0002123544058274572,38119.0,1361.0,14507457.0,10659.4099926525,19533.0417256257,2.25178541213859,1.0,44517.79759798,19770.0,70967.0,532357.381790345,20.88661404,37779806313.515396
2014-11-23,0.00025542144033308426,63679.0,1376.0,20722106.0,15059.6700581395,18229.4673541836,1.82561620116221,1.0,37872.40809311,20745.0,105257.0,394905.44149267,167.039150005,41566562055.193954
2014-11-24,0.00024738860945799554,42269.0,1378.0,15077704.0,10941.7300435414,19548.8116568238,1.55150034112813,1.0,31095.16983689,20042.0,74196.0,583776.422861551,25.725000475,43313875470.63565
2014-11-25,0.000241338838494456,38338.0,1370.0,13144462.0,9594.49781021898,19670.6675231876,1.38428364951143,1.0,27058.592497,19547.0,72246.0,780119.979577285,17.49064881,56360548044.540504
2014-11-26,0.00022662667742843372,38056.0,1380.0,14004732.0,10148.3565217391,18682.5359897763,1.46208961147476,1.0,27452.19454505,18776.0,71946.0,1064146.6776112,15.80999999,76561096867.41534
2014-11-27,0.0002454325802922643,42527.0,1364.0,16400460.0,12023.7976539589,20018.4818885298,1.58759663044401,1.0,32609.23478932,20540.0,75921.0,666465.037278193,20.0,50598692095.19768
2014-11-28,0.00024750926441877196,39460.0,1368.0,14177898.0,10363.9605263158,18593.9504337145,1.44552973824406,1.0,28524.63832477,19733.0,72169.0,633291.203824505,16.0,45703992888.81068
2014-11-29,0.00024161730943584345,57260.0,1376.0,15646400.0,11370.9302325581,19123.9828171948,1.76713282512581,1.0,36450.64878387,20627.0,96116.0,555864.661929321,121.47,53427487845.998604
2014-11-30,0.0002399351593274563,52665.0,1353.0,14490667.0,10710.0273466371,19128.893681372,1.37088679752966,1.0,28074.39072661,20479.0,83953.0,567060.340988921,62.46131678,47606416807.04288
2014-12-01,0.00023921991078910992,45933.0,1366.0,16045178.0,11746.1039531479,18754.1400007523,1.51206528612311,1.0,29329.53035493,19397.0,73615.0,869375.387856279,48.43,63999069177.03997
2014-12-02,0.00023808102966197422,41151.0,1341.0,12605103.0,9399.77852348993,19502.9407368304,1.3144008046631,1.0,26744.11317248,20347.0,75319.0,865408.539928283,27.0,65181705818.85832
2014-12-03,0.00023671282334796547,47784.0,1342.0,17571434.0,13093.4679582712,20244.0136308039,1.42214369091247,1.0,34444.3201939,24220.0,81450.0,724066.580038039,85.0,58975222944.09832
2014-12-04,0.00022844521429793752,41898.0,1383.0,14007950.0,10128.6695589299,17144.7500557087,1.37488297983048,1.0,28385.83400158,20646.0,75822.0,780485.448817087,32.1625,59177967700.209175
2014-12-05,0.00023474422087981504,38990.0,1341.0,13664376.0,10189.6912751678,17423.8142670873,1.38236498857324,1.0,26121.16882408,18896.0,72545.0,723401.522984626,25.2,52479163484.91971
2014-12-06,0.00022544941445169634,57606.0,1377.0,15525299.0,11274.7269426289,19823.4137923738,1.43156631079746,1.0,28363.62331583,19813.0,94233.0,585554.918689252,140.12,55178596652.84428
2014-12-07,0.00022925518287628935,56048.0,1375.0,15592114.0,11339.7192727273,20458.5196776979,1.33018129427278,1.0,32311.43381918,24291.0,92463.0,659981.91092213,59.14,61023907429.59287
2014-12-08,0.00021983039753694858,45561.0,1377.0,15642601.0,11359.9135802469,19749.0305585938,1.64189069430609,1.0,35113.47438843,21386.0,77354.0,780223.125410718,72.79802254,60353379643.02068
2014-12-09,0.00021060481878115454,42161.0,1358.0,14166320.0,10431.7525773196,20613.9125822861,1.35882846307593,1.0,26306.91904515,19360.0,67010.0,772716.205923765,106.26766476,51779712958.95147
2014-12-10,0.00020619662171576924,43049.0,1373.0,13487750.0,9823.56154406409,20431.76330347,1.32066818610782,1.0,28271.54386001,21407.0,64001.0,915046.814609487,187.0,58563911181.82181
2014-12-11,0.00020465477730638467,46890.0,1372.0,27669080.0,20166.9679300292,19643.179972538,2.0220429200894,1.0,42974.47818066,21253.0,67270.0,892533.390811324,151.815,60040721199.87773
2014-12-12,0.00020457919091805836,45526.0,1369.0,14454068.0,10558.1212563915,20297.6387793805,1.37533781234307,1.0,29337.33087509,21331.0,68689.0,1239429.86364222,163.8317,85135197903.72026
2014-12-13,0.00019827473172971354,64114.0,1362.0,16557097.0,12156.4588839941,21233.2730645045,1.49816898532095,1.0,33305.79471267,22231.0,92343.0,723031.974001497,194.0,66766941575.22019
2014-12-14,0.0001933504771417803,63646.0,1368.0,19011755.0,13897.4817251462,20390.0979239471,1.61317897030856,1.0,37119.2481068,23010.0,85490.0,761253.337026177,142.3,65079547782.36789
2014-12-15,0.00018754717077151768,58581.0,1366.0,16821891.0,12314.7079062958,20665.0794577431,1.62772805490937,1.0,48042.39354065,29515.0,90636.0,666322.486717318,76.062499975,60392804906.11083
2014-12-16,0.00017054117120687,45554.0,1368.0,14791514.0,10812.5102339181,20965.8645744003,1.59677752901828,1.0,26024.28016794,16298.0,76660.0,676901.765040045,33.9900567,51891289307.96986
2014-12-17,0.0001774823925088966,47249.0,1358.0,14905686.0,10976.204712813,19539.8819087032,1.44196164052612,1.0,26612.84403755,18456.0,67787.0,881857.355691834,165.0,59778464570.28233
2014-12-18,0.00017512570272569994,45821.0,1360.0,13132141.0,9655.98602941176,20483.0336373045,1.50782640470607,1.0,27650.5206095,18338.0,69141.0,1359076.7827301,104.59545919,93967927834.74197
2014-12-19,0.00019209174239286946,49777.0,1386.0,14329438.0,10338.6998556999,19104.0778575051,1.49905589281557,1.0,30699.16562897,20479.0,74950.0,1066531.72708725,108.6,79936552945.18907
2014-12-20,0.00020601562618913325,60710.0,1362.0,15476690.0,11363.2085168869,19749.9921610079,1.63537950297158,1.0,31358.40196948,19175.0,82154.0,1098100.43444024,176.945,90213343091.0031
2014-12-21,0.00019031415274019462,57232.0,1375.0,14450346.0,10509.3425454545,19087.1888025592,1.49011485289687,1.0,25241.05549322,16939.0,68408.0,908506.815528884,121.05663607,62149134236.69991
2014-12-22,0.00019266974399944167,38351.0,1371.0,12012757.0,8762.04011670314,20403.0729222173,1.37535949087355,1.0,21034.74805342,15294.0,53850.0,906186.72425873,100.0,48798155101.3326
2014-12-23,0.00019459306401369456,38520.0,1349.0,11651431.0,8637.08747220163,20456.2953151613,1.38006919172236,1.0,21433.85461664,15531.0,57675.0,1230089.07249005,100.0,70945387255.86368
2014-12-24,0.00018700294407062267,38013.0,1369.0,12080730.0,8824.49233016801,21331.5504299407,1.48906844648428,1.0,22206.47774242,14913.0,51723.0,1269653.30400927,106.05931234,65670277843.27144
2014-12-25,0.00018371450320986573,36149.0,1359.0,10158613.0,7475.06475349522,21671.1898611208,1.42345488180259,1.0,20002.38799909,14052.0,53568.0,1142466.41310312,81.50318547,61199640817.107704
2014-12-26,0.0001926461957570566,35340.0,1378.0,10197464.0,7400.1915820029,21941.8608642573,1.38551537107637,1.0,19321.01184966,13945.0,51592.0,1060219.28894596,100.0,54698833555.30017
2014-12-27,0.0001819623303244208,56704.0,1366.0,14021352.0,10264.532942899,22188.280030441,1.35202196042203,1.0,25404.49263633,18790.0,80149.0,769271.11231162,175.040531225,61656310380.663994
2014-12-28,0.00018345235310182376,51951.0,1355.0,13487851.0,9954.13357933579,21124.8534389081,1.4283540770766,1.0,24204.88819014,16946.0,72031.0,1106534.69495855,117.44,79704800612.55946
2014-12-29,0.00017825978812892893,45484.0,1362.0,15271108.0,11212.2672540382,19818.6904336852,1.43046276748381,1.0,27833.9445297,19458.0,65513.0,1189802.72844854,80.0,77947546148.84935
2014-12-30,0.00017737617375912664,43924.0,1373.0,13128153.0,9561.6554989075,21214.7961319435,1.33392478588385,1.0,26713.17776211,20026.0,65646.0,1295801.7459634,101.74213788,85064201415.51358
2014-12-31,0.00018702111583744074,35211.0,1376.0,11809672.0,8582.61046511628,19623.3666050616,1.41531539925376,1.0,21924.65084984,15491.0,49805.0,1058126.34675117,99.02963652,52699982699.94179
2015-01-01,0.00018132243335213,42022.0,1341.0,11794195.0,8795.07457121551,21255.8668121255,1.42300837068851,1.0,21887.29174956,15381.0,53322.0,1741323.47701667,260.64981408,92850850441.48274
2015-01-02,0.00018362977495025914,39369.0,1370.0,12200788.0,8905.68467153285,20196.0566054122,1.37672630688865,1.0,23195.08481846,16848.0,58382.0,1344904.5674544,148.5,78518218457.12299
