,ltc_PriceUSD,ltc_AdrActCnt,ltc_BlkCnt,ltc_BlkSizeByte,ltc_BlkSizeMeanByte,ltc_DiffMean,ltc_FeeMeanNtv,ltc_FeeMedNtv,ltc_FeeTotNtv,ltc_TxCnt,ltc_TxTfr,ltc_TxTfrValMeanNtv,ltc_TxTfrValMedNtv,ltc_TxTfrValNtv
2014-03-09,16.2456036223742,33715.0,650.0,5361152.0,8247.92615384615,4151.43911326452,0.00309346467610726,0.001,30.80162778,9957.0,33688.0,118.512392107449,1.0,3992445.46531575
2014-03-10,16.1406490200615,32791.0,553.0,5303773.0,9590.9095840868,4737.88448343193,0.00175577256365991,0.001,16.27250012,9268.0,31363.0,93.9352708330644,0.99485567,2946091.8991374
2014-03-11,16.281389645188,32461.0,582.0,4757252.0,8173.97250859106,4737.88448343193,0.00208120056673156,0.001,19.24278044,9246.0,31009.0,71.9250834817746,0.99921857,2230324.91368635
2014-03-12,17.4323785132014,39654.0,611.0,7614160.0,12461.8003273322,4737.88448343193,0.00187288855044233,0.001,23.07585983,12321.0,36485.0,108.890674966073,1.00460539,3972876.27613719
2014-03-13,17.307684217628,34304.0,623.0,5634684.0,9044.43659711075,4721.97459973039,0.00173525377736873,0.001,17.91128949,10322.0,33382.0,36.3508620279866,0.99904537,1213464.47621825
2014-03-14,16.9628024706152,34634.0,622.0,5696171.0,9157.83118971061,4719.39221189077,0.00200319126772083,0.001,22.04311671,11004.0,34838.0,58.2906496609616,0.982958965,2030729.65288858
2014-03-15,17.1727281815314,33119.0,644.0,5278872.0,8197.00621118012,4719.39221189077,0.00146826807767752,0.001,14.97046132,10196.0,33106.0,80.252296766697,0.969593015,2656832.53675827
2014-03-16,17.6416376811651,35978.0,605.0,6085759.0,10059.105785124,5005.69709764775,0.00111651017877791,0.001,12.55292394,11243.0,34750.0,158.040550105136,0.993193775,5491909.11615347
2014-03-17,17.270673733414,39070.0,594.0,7179651.0,12086.9545454545,5162.39593537664,0.00126479283240431,0.001,17.01778756,13455.0,39316.0,179.722402642149,1.0,7065965.98227874
2014-03-18,19.5015094881064,47088.0,694.0,10597133.0,15269.644092219,5162.39593537664,0.00158717293070637,0.001,28.35643158,17866.0,47010.0,182.066046982696,1.00000215,8558924.86865656
2014-03-19,17.6100805487073,50004.0,658.0,13178647.0,20028.3389057751,5442.17364613798,0.00165336484664747,0.001,32.72174368,19791.0,49820.0,464.68409998181,1.00000315,23150561.86109376
2014-03-20,16.5097250292244,36710.0,555.0,6019128.0,10845.2756756757,5735.89666335467,0.00129676337516088,0.001,16.12136228,12432.0,37278.0,469.80246038355,1.000002,17513296.11817797
2014-03-21,15.6674890487398,34988.0,577.0,6216409.0,10773.6724436742,5735.89666335467,0.00134472613592741,0.001,15.41325097,11462.0,35761.0,315.988012545612,1.0,11300047.31664363
2014-03-22,15.55500283779,31667.0,623.0,4680278.0,7512.48475120385,5745.48126494109,0.00117364809736395,0.001,11.0416813,9408.0,31897.0,163.042554875491,0.98389726,5200568.37286354
2014-03-23,15.1231314071592,31702.0,537.0,4858228.0,9046.97951582868,5835.41677649366,0.00189412695680917,0.001,17.19109626,9076.0,31729.0,147.7079492416,0.8219,4686625.52148674
2014-03-24,16.1618123143256,33818.0,521.0,5285985.0,10145.8445297505,5835.41677649366,0.00119001903134708,0.001,12.64157217,10623.0,33743.0,164.08525834072,0.99290167,5536728.87219091
2014-03-25,16.3000089873764,32499.0,520.0,5010375.0,9635.33653846154,5835.41677649366,0.00121462608919903,0.001,12.01022277,9888.0,31720.0,140.15725341663,0.999019105,4445788.07837549
2014-03-26,16.2411820196941,33916.0,582.0,5640999.0,9692.4381443299,5690.15998215869,0.00133296046980478,0.001,14.61191267,10962.0,34020.0,144.937961402671,1.000657805,4930789.44691886
2014-03-27,12.983636379186,35428.0,597.0,6145423.0,10293.8408710218,5421.00768677343,0.001673024252477,0.001,18.91186615,11304.0,35292.0,887.129846666038,1.033305325,31308586.54853783
2014-03-28,13.7347958060079,35374.0,618.0,6183570.0,10005.7766990291,5421.00768677343,0.00123306233993463,0.001,12.82631446,10402.0,33980.0,143.821965819926,1.0,4887070.3985611
2014-03-29,13.4407555122818,28729.0,589.0,4647151.0,7889.89983022071,5421.00768677343,0.00136089832694611,0.001,11.36350103,8350.0,28872.0,78.6558302711122,0.992979945,2270951.13158755
2014-03-30,12.9149668138048,32874.0,553.0,5593907.0,10115.5641952984,5673.32077894852,0.00141290652094301,0.001,12.34597718,8738.0,30271.0,161.46684218251,0.99274281,4887762.77970677
2014-03-31,12.7589670673443,33227.0,574.0,5838259.0,10171.1829268293,5677.02445736577,0.00146113517174083,0.001,14.97371324,10248.0,32900.0,146.31643739406,1.0,4813810.79026456
2014-04-01,13.0804731492345,31829.0,604.0,4967605.0,8224.51158940397,5677.02445736577,0.00153640998934583,0.001,14.42074416,9386.0,31449.0,114.212834561242,1.0,3591879.4341165
2014-04-02,11.2712698363921,33970.0,613.0,5793809.0,9451.56443719413,5713.21349974223,0.00145448189591762,0.001,15.8189451,10876.0,34937.0,212.79886727696,1.0050098,7434554.02605515
2014-04-03,11.3631384158213,33952.0,615.0,6146251.0,9993.90406504065,5746.34909166812,0.00118156009925558,0.001,12.38038672,10478.0,33482.0,383.28666205519,1.009995555,12833204.01893187
2014-04-04,11.1485445314847,29307.0,640.0,4494091.0,7022.0171875,5746.34909166812,0.00148517324885064,0.001,12.59872467,8483.0,29306.0,468.542097360401,1.0,13731094.7052439
2014-04-05,11.1928721455089,26870.0,594.0,3763480.0,6335.82491582492,5860.74046176862,0.00102223973735283,0.001,7.90089093,7729.0,27709.0,207.350412890486,1.0,5745472.59078249
2014-04-06,11.5755587076471,26845.0,518.0,4254380.0,8213.0888030888,6190.4567638232,0.00119186663996949,0.001,9.37522299,7866.0,26969.0,150.966135294319,0.99926452,4071405.70275248
2014-04-07,11.419655404381,28180.0,533.0,4153987.0,7793.59662288931,6190.4567638232,0.00190528062687255,0.001,16.53402528,8678.0,28732.0,169.538382667919,0.995,4871176.81081466
2014-04-08,11.435728832966,27244.0,545.0,3890378.0,7138.30825688073,6190.45676382319,0.00123849570565046,0.001,9.42495232,7610.0,27130.0,149.006586199554,0.889387985,4042548.68359391
2014-04-09,11.2192804979347,26876.0,604.0,4349370.0,7200.94370860927,5977.47958113205,0.00236291559663866,0.001,18.27715214,7735.0,26575.0,133.910687083824,0.99039989,3558676.50925261
2014-04-10,8.59920708433425,32078.0,598.0,5256393.0,8789.95484949833,5808.74098238266,0.00122808306101451,0.001,11.93573927,9719.0,31663.0,284.488710314809,1.00226422,9007766.03469781
2014-04-11,10.8143843840905,31314.0,564.0,5334802.0,9458.86879432624,5808.74098238267,0.00128457231665093,0.001,12.24325875,9531.0,30480.0,195.0875907791,1.00198297,5946269.76694698
2014-04-12,10.9014141974947,29057.0,566.0,5222270.0,9226.62544169611,5816.25899140914,0.00136901802043105,0.001,10.98910765,8027.0,27948.0,110.258021079053,0.971790035,3081491.17311737
2014-04-13,10.5148885344461,26636.0,535.0,4492922.0,8397.98504672897,5895.58165807591,0.00103475341228177,0.001,8.4756652,8191.0,28209.0,59.4686780423507,0.97738763,1677551.93889667
2014-04-14,11.4727933941805,32571.0,571.0,6108457.0,10697.823117338,5895.58165807592,0.0012667316792891,0.001,12.54444382,9903.0,31421.0,103.187022675079,1.0,3242239.43947366
2014-04-15,13.3115729964286,41425.0,595.0,9155914.0,15388.0907563025,5895.58165807592,0.00129760712162162,0.001,13.44320978,10360.0,31123.0,84.7561627162687,1.01019838,2637866.05221843
2014-04-16,13.546946487309,33374.0,545.0,6709791.0,12311.5431192661,5840.72957668519,0.00137706135662605,0.001,14.46465249,10504.0,31633.0,152.168224154005,1.00942092,4813537.43466365
2014-04-17,12.7096291283195,28683.0,552.0,5168281.0,9362.82789855072,5788.43332704389,0.00128883824275362,0.001,10.67158065,8280.0,28175.0,120.571680997486,1.0,3397107.11210417
2014-04-18,12.1364480179596,28557.0,513.0,4963777.0,9675.97855750487,5788.43332704389,0.00136200798442181,0.001,11.36595663,8345.0,27807.0,126.384163435783,0.9959359,3514364.43265883
2014-04-19,12.9696351149215,26374.0,477.0,4256690.0,8923.8784067086,5788.43332704389,0.00130433486486486,0.001,10.47250463,8029.0,26283.0,78.5714276784161,1.0,2065092.83367181
2014-04-20,12.7958989363861,26391.0,554.0,4944384.0,8924.88086642599,5382.78020422893,0.00148874896306638,0.001,11.72985308,7879.0,25776.0,77.7147763775594,1.0,2003176.07590797
2014-04-21,12.474700896965,26196.0,553.0,4182947.0,7564.09945750452,5162.43937150219,0.00145385063073394,0.001,11.40981975,7848.0,25790.0,61.5142095236774,1.0,1586451.46361564
2014-04-22,12.2542179344192,25772.0,593.0,4758358.0,8024.21247892074,5162.43937150218,0.00165306149547632,0.001,12.4244102,7516.0,25312.0,88.7888124883261,1.0,2247422.42170451
2014-04-23,12.1999598853163,24803.0,601.0,4335890.0,7214.45923460898,5175.94537245105,0.00121456438093907,0.001,8.69142271,7156.0,25162.0,96.2179950531714,1.0,2421037.1915279
2014-04-24,12.7609881343481,25318.0,661.0,4136908.0,6258.55975794251,5252.62944450497,0.00114011023431919,0.001,7.97963153,6999.0,25580.0,92.6457645277025,0.996569385,2369878.65661863
2014-04-25,11.2254517051643,28627.0,641.0,5432234.0,8474.624024961,5252.62944450497,0.0013476842985569,0.001,11.39332306,8454.0,27532.0,375.314840978725,1.000361895,10333168.20182625
2014-04-26,10.7229850567423,24443.0,699.0,5451404.0,7798.86123032904,5338.16878782292,0.00251015028009619,0.001,17.74425233,7069.0,24705.0,397.812213537665,1.0,9827950.73544801
2014-04-27,10.1537639949119,23081.0,632.0,3507526.0,5549.8829113924,6049.85612422836,0.000913951380910937,0.001,6.30078082,6894.0,24897.0,247.081162496948,0.99927416,6151579.70268652
2014-04-28,10.3378853524013,27404.0,665.0,5566487.0,8370.65714285714,6049.85612422836,0.00152052474989312,0.001,10.66952217,7017.0,26250.0,182.502867036941,0.862496505,4790700.25971971
2014-04-29,10.4975293856311,22089.0,714.0,3373897.0,4725.34593837535,6152.09380975143,0.00103994093206951,0.001,5.92454349,5697.0,22369.0,180.703063590094,0.7834,4042146.82944682
2014-04-30,11.0274375082632,26334.0,589.0,4472152.0,7592.78777589134,7092.68051656379,0.00153341499535501,0.001,11.55428199,7535.0,24524.0,222.383418248765,0.999257035,5453730.94913271
2014-05-01,11.3031386827645,21761.0,561.0,3486759.0,6215.25668449198,7092.68051656379,0.00103206619404285,0.001,5.92509202,5741.0,20886.0,187.271942147551,0.665099115,3911361.78369374
2014-05-02,10.7853082368295,21214.0,627.0,3719486.0,5932.19457735247,7092.68051656377,0.00110580384044863,0.001,6.11288363,5528.0,20703.0,110.586660663927,0.67,2289475.63572529
2014-05-03,10.2095413499514,20781.0,599.0,4392288.0,7332.70116861436,7269.01097972891,0.00134988598081795,0.001,7.45946993,5526.0,20143.0,259.282244726664,0.65674,5222722.25552919
2014-05-04,10.4485092343079,20880.0,570.0,3688864.0,6471.69122807018,7338.31295246128,0.00184140409397229,0.001,9.83678067,5342.0,19669.0,316.194527506919,0.67215,6219230.16153358
2014-05-05,10.3221879613728,20501.0,564.0,3036412.0,5383.70921985816,7338.31295246128,0.0012343324253798,0.001,6.90608992,5595.0,20591.0,270.927607596038,0.64,5578670.36801001
2014-05-06,10.4125161946856,21237.0,529.0,3523268.0,6660.24196597354,7307.43609136438,0.00115674898386829,0.001,6.95553164,6013.0,20743.0,206.36697600588,0.75667974,4280670.18328997
2014-05-07,10.6981793416869,21521.0,548.0,4167464.0,7604.86131386861,7126.1849067435,0.00157585837154812,0.001,9.41575377,5975.0,20058.0,139.580880404661,0.808338575,2799713.29915669
2014-05-08,10.6429102265068,20597.0,512.0,4478529.0,8747.126953125,7126.1849067435,0.00162512146705147,0.001,13.51451012,8316.0,23002.0,135.468067317328,0.5062,3116036.48443318
2014-05-09,10.8917816265312,21207.0,583.0,3866435.0,6631.96397941681,7126.1849067435,0.00183643279081547,0.001,10.87719142,5923.0,19913.0,182.864738956505,0.8939,3641385.54684088
2014-05-10,10.9885865096671,18897.0,575.0,3393891.0,5902.41913043478,6975.14548237761,0.00113100828119569,0.001,6.50782165,5754.0,19227.0,246.423552546128,0.7173,4737985.6448044
2014-05-11,10.4042037567597,20583.0,608.0,4310151.0,7089.06414473684,6814.90293896432,0.00108844998786244,0.001,8.07085666,7415.0,22646.0,409.892245105776,0.97775028,9282419.78266541
2014-05-12,10.7019315523906,19946.0,638.0,3711921.0,5818.05799373041,6814.90293896433,0.00140570852746621,0.001,9.7752971,6954.0,21625.0,201.491843981616,0.7744,4357261.12610244
2014-05-13,10.4567242753788,19550.0,592.0,3494695.0,5903.20101351351,6896.37808926992,0.00115741958674804,0.001,6.63780133,5735.0,19368.0,261.697104453151,0.80587862,5068549.51904862
2014-05-14,10.612952650423,19220.0,644.0,3128088.0,4857.27950310559,7292.46025560703,0.0015577510892587,0.001,8.23738776,5288.0,18812.0,160.406417318903,0.7451,3017565.52260321
2014-05-15,10.5355076219237,20245.0,625.0,3582079.0,5731.3264,7292.46025560703,0.00135861017335146,0.001,7.99406226,5884.0,19635.0,166.575302148618,0.95265747,3270706.05768812
2014-05-16,10.5554309081652,19302.0,604.0,3722736.0,6163.4701986755,7292.46025560703,0.00134239715627348,0.001,7.14692246,5324.0,18894.0,278.937250642578,0.708238095,5270240.41364087
2014-05-17,10.5000114729188,16645.0,591.0,2599340.0,4398.20642978003,7708.32301250761,0.000860093925561798,0.000248425,3.67432125,4272.0,16047.0,54.6951036173895,0.58814296,877692.32774825
2014-05-18,10.4381882778005,16854.0,558.0,2884032.0,5168.51612903226,7740.13764964753,0.00123651184650113,0.001,5.47774748,4430.0,16616.0,94.6149161865599,0.6294,1572121.44735588
2014-05-19,10.3614421415775,19627.0,593.0,4769731.0,8043.39123102867,7740.13764964755,0.00112072856436165,0.001,10.64804209,9501.0,24177.0,64.404876027527,0.61311618,1557116.68771752
2014-05-20,10.8379620962597,20631.0,584.0,4401176.0,7536.2602739726,7803.2352460514,0.00131706309953434,0.001,9.05085762,6872.0,19571.0,208.518185684664,0.95662272,4080909.41203456
2014-05-21,10.7405820062064,19815.0,533.0,4549789.0,8536.1894934334,7877.63390449771,0.00116509942548703,0.001,9.38953627,8059.0,22004.0,192.831348617914,0.70075028,4243060.99498859
2014-05-22,10.7202850955701,25058.0,568.0,6595645.0,11612.051056338,7877.63390449774,0.00134491182940643,0.001,11.87288163,8828.0,23825.0,175.578305575453,0.9,4183153.13033517
2014-05-23,11.2242515168245,23944.0,545.0,5604421.0,10283.3412844037,7877.63390449772,0.0014036288179081,0.001,10.72232054,7639.0,22341.0,563.596401029406,1.00669264,12591307.19539796
2014-05-24,11.1839205808579,17224.0,623.0,3045419.0,4888.31300160514,7524.73888804428,0.00120560576325155,0.001,6.43672917,5339.0,18693.0,182.759764373712,0.693,3416328.27543779
2014-05-25,11.4952298766263,20234.0,610.0,4471608.0,7330.50491803279,7455.65003645455,0.00128622342442224,0.001,8.23697481,6404.0,19900.0,831.074297426408,1.0,16538378.51878552
2014-05-26,11.6984725992332,20734.0,701.0,4023357.0,5739.45363766048,7455.6500364545,0.00105579724570769,0.001,7.31773071,6931.0,21289.0,194.304870962688,0.99938825,4136556.39792466
2014-05-27,11.2316630200217,19663.0,621.0,3933138.0,6333.55555555556,8225.49294240134,0.0012282826641261,0.001,7.09087582,5773.0,19249.0,247.189198600654,0.9984519,4758144.88386399
2014-05-28,11.1773232090095,19301.0,544.0,3795044.0,6976.18382352941,8549.6373238526,0.00178880680691,0.001,12.84005526,7178.0,20659.0,211.622476363905,1.0,4371908.73920191
2014-05-29,10.879367304693,18670.0,645.0,3328455.0,5160.39534883721,8549.63732385261,0.00100202582546345,0.001,5.72958367,5718.0,18638.0,335.078942118122,0.990611455,6245201.32319756
2014-05-30,11.4493093618204,20244.0,638.0,4787547.0,7503.9921630094,8686.03086096443,0.00108721686611374,0.001,7.34088828,6752.0,19917.0,430.963429314581,1.00319088,8583498.6216585
2014-05-31,10.9440774676837,17689.0,588.0,3080097.0,5238.26020408163,8900.5206975515,0.00128555236187583,0.001,6.77100429,5267.0,16924.0,362.4326024835,0.982481995,6133809.36443076
2014-06-01,11.0573045472466,21967.0,570.0,4858908.0,8524.4,8900.52069755149,0.00150757095859513,0.001,9.35749294,6207.0,18373.0,1017.61532102804,1.01727835,18696646.29324811
2014-06-02,11.5622412584342,19425.0,581.0,3933985.0,6771.05851979346,8900.52069755149,0.0011253496733632,0.001,7.78629439,6919.0,20084.0,1005.31605795341,1.037090125,20190767.70793619
2014-06-03,11.6153362646237,17558.0,650.0,3880192.0,5969.52615384615,9106.75326963701,0.00121395131932375,0.001,7.6830979,6329.0,18528.0,476.618492305834,1.0,8830787.4254425
2014-06-04,11.2039595522286,17780.0,644.0,3564968.0,5535.66459627329,9116.38409828513,0.00115743712287105,0.001,7.61130652,6576.0,18499.0,272.972801040786,1.00739166,5049723.8464535
2014-06-05,11.3803168707804,18467.0,580.0,3755665.0,6475.28448275862,9116.38409828516,0.00159765730297158,0.001,9.89269402,6192.0,18100.0,299.559364563811,0.999003545,5422024.49860497
2014-06-06,11.1834661596721,19049.0,620.0,3706322.0,5977.93870967742,9746.2939750108,0.00136105045635296,0.001,7.18770746,5281.0,16470.0,141.510839746925,0.89438853,2330683.53063185
2014-06-07,11.2725978953066,19329.0,604.0,3542758.0,5865.49337748344,9986.19283674819,0.00146184837340877,0.001,6.2011608,4242.0,15103.0,91.188590561746,0.6808,1377221.28325405
2014-06-08,11.3501190349811,21520.0,621.0,5340389.0,8599.66022544283,9986.1928367482,0.00222028296896086,0.001,9.87137808,4446.0,14695.0,172.347201639596,0.77,2532642.12809387
2014-06-09,11.3315930870102,21207.0,658.0,4286554.0,6514.51975683891,10359.3162788997,0.0014785398018132,0.001,7.01271428,4743.0,15891.0,153.756051062909,0.7475,2443337.40744068
2014-06-10,11.0850057242977,19798.0,575.0,4300314.0,7478.80695652174,10763.1397511015,0.00142624904899731,0.001,6.89876665,4837.0,15256.0,169.677859753765,0.880441465,2588605.42840344
2014-06-11,10.889951250417,18381.0,515.0,3437211.0,6674.19611650485,10763.1397511015,0.00146857599453801,0.001,6.45292292,4394.0,14103.0,154.125636586471,0.77608462,2173633.852779
2014-06-12,10.2489776277221,19328.0,531.0,3381953.0,6369.0263653484,10763.1397511015,0.00160100875161429,0.001,7.43828666,4646.0,15698.0,375.020530536375,0.781383365,5887072.28836001
2014-06-13,10.1642469129619,19193.0,548.0,3773671.0,6886.26094890511,10373.5525768126,0.00144586771555764,0.001,6.17096341,4268.0,14970.0,213.149935846566,0.60095,3190854.5396231
2014-06-14,9.83879927603193,15752.0,607.0,2637093.0,4344.46952224053,10307.9291508664,0.00112528914407349,0.001,5.02216545,4463.0,14838.0,273.899191108788,0.7449015,4064116.1976722
2014-06-15,9.90610264636461,15083.0,662.0,2753712.0,4159.68580060423,10307.9291508664,0.00158746921713102,0.001,6.89437881,4343.0,14220.0,295.096295025146,0.749270645,4196269.31525758
2014-06-16,9.64804519718266,16337.0,611.0,3829022.0,6266.81178396072,10623.1392812114,0.00171298410094637,0.001,8.1452394,4755.0,14763.0,633.619755556067,1.0,9354128.45127421
2014-06-17,9.66324265783852,15546.0,615.0,3177097.0,5166.01138211382,10886.2876783162,0.00197286633433606,0.001,9.18171992,4654.0,14580.0,277.932514756255,0.986130875,4052256.0651462
2014-06-18,9.66269130363,24153.0,643.0,8682172.0,13502.600311042,10886.2876783162,0.00309461278076015,0.001,14.41161172,4657.0,15111.0,351.079514338383,0.67420674,5305162.54116731
2014-06-19,9.99561721131773,33356.0,690.0,5806272.0,8414.88695652174,11350.4155458737,0.00172841082611708,0.0,9.97984411,5774.0,16210.0,470.892946570226,0.56367455,7633174.66390337
2014-06-20,9.79574226528902,19750.0,620.0,3800424.0,6129.71612903226,12094.771559881,0.00139239417209394,0.0,7.05526127,5067.0,15088.0,283.416393499337,0.54724868,4276186.545118
2014-06-21,9.785178158669,13272.0,565.0,2280549.0,4036.36991150442,12094.771559881,0.00117931583127233,0.001,4.29153031,3639.0,12254.0,178.222500421301,0.99187176,2183938.52016262
2014-06-22,9.76044579462159,13492.0,571.0,2388360.0,4182.76707530648,12098.2821185235,0.00128907156641925,0.001,5.03640261,3907.0,13069.0,189.062924871306,0.999,2470863.3651431
2014-06-23,9.62757239449763,13891.0,614.0,2621615.0,4269.73127035831,12495.6773568494,0.00162866698319942,0.001,6.6889353,4107.0,13068.0,258.194189231851,0.997303605,3374081.66488183
2014-06-24,9.53391688668895,15152.0,595.0,2634592.0,4427.88571428571,12495.6773568494,0.00117802933348396,0.001,5.21395783,4426.0,14947.0,198.749361255238,0.78487362,2970706.70268204
2014-06-25,9.15815745276178,14500.0,614.0,3504124.0,5707.04234527687,12495.6773568494,0.00339663099054256,0.001,13.64766332,4018.0,12937.0,278.761165658476,1.0,3606333.20012371
2014-06-26,9.07689032959598,15126.0,597.0,3061709.0,5128.49078726968,12931.979567757,0.00138937326613871,0.001,5.7895184,4167.0,14115.0,287.638618772135,0.65879648,4060019.10396869
2014-06-27,9.2602930908899,14384.0,637.0,2824639.0,4434.284144427,13132.5292392745,0.00111565721091582,0.001,4.82410178,4324.0,14212.0,201.888836700485,0.75997422,2869244.14718729
2014-06-28,9.11002162663255,13280.0,666.0,2586224.0,3883.21921921922,13132.5292392745,0.0012615807065073,0.001,4.74985136,3765.0,12839.0,225.952137533662,0.7261,2900999.49379469
2014-06-29,8.95588580521672,13384.0,564.0,2583713.0,4581.05141843972,13759.5203922984,0.00111785847619048,0.001,4.34288018,3885.0,13226.0,318.919066106513,0.91975524,4218023.56832474
2014-06-30,8.85945518512807,15514.0,614.0,3519704.0,5732.41693811075,14492.6177404496,0.00361254335907336,0.001,18.7129746,5180.0,15035.0,479.315146406765,1.01355693,7206503.22622571
2014-07-01,8.2667629889596,14827.0,610.0,3569116.0,5851.00983606557,14492.6177404496,0.00145895529228856,0.001,7.03800033,4824.0,14304.0,554.825803958092,1.067531995,7936228.29981655
2014-07-02,8.16469128574934,17409.0,620.0,4454600.0,7184.83870967742,14574.7023643822,0.00158543174116799,0.001,8.7959753,5548.0,15656.0,1361.04031717632,1.520062155,21308447.20571254
2014-07-03,8.12892397238605,15383.0,633.0,3403834.0,5377.30489731438,15070.9412272481,0.00123293095216297,0.001,5.38667533,4369.0,13241.0,504.99437074783,0.99960575,6686630.46307201
2014-07-04,7.34553153047864,13397.0,633.0,2597243.0,4103.06951026856,15070.9412272481,0.00111503622145838,0.001,4.54154253,4073.0,12857.0,762.294332490783,0.99468599,9800818.232834
2014-07-05,7.3105094616389,14040.0,637.0,2618051.0,4109.97017268446,15070.9412272481,0.00130400156316012,0.001,6.1731434,4734.0,14316.0,804.544832986588,1.128499545,11517863.82903599
2014-07-06,7.14445483022618,13286.0,614.0,2526738.0,4115.20846905537,16523.2312845267,0.001278866350449,0.001,5.55411656,4343.0,13089.0,824.003071741631,0.9746114,10785376.20602621
2014-07-07,7.63366193168857,18968.0,651.0,4337554.0,6662.90937019969,16584.8734771107,0.0013616966465135,0.001,6.75673876,4962.0,13727.0,1200.9310456108,1.14462129,16485180.46309949
2014-07-08,7.74358237150517,19501.0,703.0,4456332.0,6339.0213371266,16584.8734771107,0.00151370992658867,0.001,6.59826157,4359.0,13521.0,376.657228020661,0.935718,5092782.38006736
2014-07-09,7.80124418017007,18205.0,622.0,4397353.0,7069.69935691318,18663.7092220335,0.00187720969725198,0.001,8.06073844,4294.0,12658.0,483.527615493983,1.0,6120492.55692284
2014-07-10,7.79936371313468,17956.0,618.0,4282424.0,6929.48867313916,18940.1300041452,0.00124597379103098,0.001,5.39008262,4326.0,12890.0,244.046704964218,0.90237138,3145762.02698877
2014-07-11,7.91985350705678,17275.0,619.0,4160925.0,6722.0113085622,18940.1300041452,0.00153040209435626,0.001,6.9419039,4536.0,13105.0,223.706983031209,0.60270649,2931680.01262399
2014-07-12,8.69909809999091,18107.0,562.0,4098620.0,7292.91814946619,19707.6136174547,0.00136395573691598,0.001,6.80204726,4987.0,14056.0,594.490405478253,0.89470009,8356157.13940232
2014-07-13,9.04222864052217,17965.0,602.0,4840231.0,8040.25083056478,20239.3040724581,0.00131935480059084,0.001,6.2524224,4739.0,12671.0,551.200747773591,1.3,6984264.67503917
2014-07-14,8.69196301288512,17765.0,569.0,4104580.0,7213.67311072056,20239.3040724581,0.0015878577724858,0.001,8.66811558,5459.0,16965.0,287.159588509131,0.37393833,4871662.4190574
2014-07-15,8.68058382625598,16252.0,587.0,3686983.0,6281.06132879046,20238.4627037839,0.00151556647599591,0.001,7.4186979,4895.0,13065.0,387.577330868156,0.7447,5063697.82779246
2014-07-16,8.34627252933993,17845.0,579.0,4302295.0,7430.56131260795,20232.6299723001,0.00129547469781174,0.001,7.45934331,5758.0,15781.0,191.414875698498,0.45822175,3020718.153398
2014-07-17,8.8044939183954,19400.0,629.0,4473344.0,7111.8346581876,20232.6299723001,0.00104383744018788,0.001,7.11166448,6813.0,17357.0,189.880423931997,0.31,3295754.51818767
2014-07-18,8.91152535826525,19995.0,668.0,5488040.0,8215.62874251497,20232.6299723,0.00131295813353994,0.001,9.32068979,7099.0,17639.0,301.514644360875,0.26067,5318416.81188147
2014-07-19,8.95062788655416,96795.0,578.0,64211773.0,111093.032871972,21930.3286297518,0.0422248798075041,0.001,258.83851322,6130.0,15495.0,535.843081208536,0.4561,8302888.54332626
2014-07-20,8.6336532356872,14773.0,541.0,3226124.0,5963.2606284658,22149.1725973139,0.00120264121236559,0.001,8.94765062,7440.0,18283.0,293.539786803394,0.14548598,5366787.92212645
2014-07-21,8.62615586811664,13396.0,567.0,2827440.0,4986.66666666667,22149.1725973139,0.00114235270818378,0.001,6.36518929,5572.0,14996.0,207.709668130311,0.355800025,3114814.18328215
2014-07-22,8.59263417533063,13777.0,558.0,3636549.0,6517.11290322581,21879.4056102729,0.00126131631097561,0.001,7.86052325,6232.0,15601.0,102.843917238417,0.29920002,1604467.95283654
2014-07-23,8.48087700912236,13050.0,623.0,2961990.0,4754.39807383628,21219.9751975058,0.00124064059026579,0.001,7.18827158,5794.0,15227.0,105.191241013236,0.252981,1601747.02690854
2014-07-24,7.89485107706762,15724.0,624.0,3497615.0,5605.15224358974,21219.9751975058,0.00116831376104024,0.001,9.52409378,8152.0,20388.0,371.721225682163,0.11655001,7578652.34920794
2014-07-25,7.57648341657095,14424.0,606.0,3370802.0,5562.3795379538,21219.9751975058,0.00110631991109837,0.001,7.71547506,6974.0,17790.0,454.360932629088,0.217759095,8083080.99147148
2014-07-26,7.61866865180409,13537.0,611.0,3292508.0,5388.7201309329,22722.1258662631,0.00107643749962659,0.001,7.20674906,6695.0,16676.0,325.547829236885,0.1,5428835.6003543
2014-07-27,7.75280342493113,11222.0,607.0,2569393.0,4232.9373970346,22724.5884083431,0.0012387006579235,0.001,5.66705551,4575.0,12586.0,174.507222282967,0.64462529,2196347.89965342
2014-07-28,7.63915478957383,11204.0,626.0,2654250.0,4240.01597444089,22724.5884083431,0.00243696149773071,0.001,11.27582085,4627.0,12454.0,236.049025835469,0.88886374,2939754.56775493
2014-07-29,7.62635751484848,11191.0,610.0,2814447.0,4613.84754098361,23879.7312092916,0.00104369624187726,0.001,5.78207718,5540.0,13442.0,132.264689280007,0.96,1777901.95330185
2014-07-30,7.24477224947624,11213.0,563.0,2610856.0,4637.39964476021,24337.030304404,0.00113697385711336,0.001,5.50636439,4843.0,12393.0,207.108254318078,0.99529489,2566692.59576394
2014-07-31,7.55223238844029,12048.0,611.0,3968426.0,6494.96890343699,24337.030304404,0.00152735584741334,0.001,8.76854992,5741.0,13984.0,261.993428867742,0.998775275,3663716.10928651
